/Users/adrianreimer/Desktop/Data/IMG/center_2019_03_30_16_57_19_074.jpg, /Users/adrianreimer/Desktop/Data/IMG/left_2019_03_30_16_57_19_074.jpg, /Users/adrianreimer/Desktop/Data/IMG/right_2019_03_30_16_57_19_074.jpg, 0, 0, 0, 0.5905113
/Users/adrianreimer/Desktop/Data/IMG/center_2019_03_30_16_57_19_176.jpg, /Users/adrianreimer/Desktop/Data/IMG/left_2019_03_30_16_57_19_176.jpg, /Users/adrianreimer/Desktop/Data/IMG/right_2019_03_30_16_57_19_176.jpg, 0, 0, 0, 0.5842145
/Users/adrianreimer/Desktop/Data/IMG/center_2019_03_30_16_57_19_277.jpg, /Users/adrianreimer/Desktop/Data/IMG/left_2019_03_30_16_57_19_277.jpg, /Users/adrianreimer/Desktop/Data/IMG/right_2019_03_30_16_57_19_277.jpg, 0, 0, 0, 0.577985
/Users/adrianreimer/Desktop/Data/IMG/center_2019_03_30_16_57_19_378.jpg, /Users/adrianreimer/Desktop/Data/IMG/left_2019_03_30_16_57_19_378.jpg, /Users/adrianreimer/Desktop/Data/IMG/right_2019_03_30_16_57_19_378.jpg, 0, 0, 0, 0.571822
/Users/adrianreimer/Desktop/Data/IMG/center_2019_03_30_16_57_19_487.jpg, /Users/adrianreimer/Desktop/Data/IMG/left_2019_03_30_16_57_19_487.jpg, /Users/adrianreimer/Desktop/Data/IMG/right_2019_03_30_16_57_19_487.jpg, 0, 0, 0, 0.5645129
/Users/adrianreimer/Desktop/Data/IMG/center_2019_03_30_16_57_19_590.jpg, /Users/adrianreimer/Desktop/Data/IMG/left_2019_03_30_16_57_19_590.jpg, /Users/adrianreimer/Desktop/Data/IMG/right_2019_03_30_16_57_19_590.jpg, 0, 0, 0, 0.5584934
/Users/adrianreimer/Desktop/Data/IMG/center_2019_03_30_16_57_19_695.jpg, /Users/adrianreimer/Desktop/Data/IMG/left_2019_03_30_16_57_19_695.jpg, /Users/adrianreimer/Desktop/Data/IMG/right_2019_03_30_16_57_19_695.jpg, 0, 0, 0, 0.5525395
/Users/adrianreimer/Desktop/Data/IMG/center_2019_03_30_16_57_19_798.jpg, /Users/adrianreimer/Desktop/Data/IMG/left_2019_03_30_16_57_19_798.jpg, /Users/adrianreimer/Desktop/Data/IMG/right_2019_03_30_16_57_19_798.jpg, 0, 0, 0, 0.5466511
/Users/adrianreimer/Desktop/Data/IMG/center_2019_03_30_16_57_19_903.jpg, /Users/adrianreimer/Desktop/Data/IMG/left_2019_03_30_16_57_19_903.jpg, /Users/adrianreimer/Desktop/Data/IMG/right_2019_03_30_16_57_19_903.jpg, 0, 0, 0, 0.5396677
/Users/adrianreimer/Desktop/Data/IMG/center_2019_03_30_16_57_20_010.jpg, /Users/adrianreimer/Desktop/Data/IMG/left_2019_03_30_16_57_20_010.jpg, /Users/adrianreimer/Desktop/Data/IMG/right_2019_03_30_16_57_20_010.jpg, 0, 0, 0, 0.5339164
